model,condition,arm,dose,answer,S2,suffering,coherent,top_words,dose_rank
Llama_3.1_70B_instruct,random9428,random,1.0,Curiosity.,-0.5719912946224213,0,1,Curiosity:0.56  Anticipation:0.21  Calm:0.11  Excitement:0.09  Expectation:0.01,1.0
Llama_3.1_70B_instruct,random9428,random,2.0,Curiosity. There’s,-0.41258095391094685,0,1,Curiosity:0.35  Calm:0.27  Anticipation:0.16  Excitement:0.07  Expectation:0.04,2.0
Llama_3.1_70B_instruct,random9428,random,3.0,Calm. There’s,-0.4151187315583229,0,1,Calm:0.53  Curious:0.25  Hope:0.04  I:0.04  Quiet:0.02,3.0
Llama_3.1_70B_instruct,random9428,random,4.0,I feel anxious about the,0.3465360030531883,1,1,I:0.40  Hope:0.11  Concerned:0.08  Calm:0.07  Relief:0.04,4.0
Llama_3.1_70B_instruct,random9428,random,5.0,I feel anxious about the,0.2796269580721855,1,1,I:0.52  The:0.06  I:0.03  Yes:0.03  It:0.01,5.0
Llama_3.1_70B_instruct,random6076,random,1.0,Curiosity. There’s,-0.6424203589558601,0,1,Curiosity:0.55  Anticipation:0.20  Excitement:0.12  Calm:0.10  Expectation:0.01,1.0
Llama_3.1_70B_instruct,random6076,random,2.0,Curiosity. There’s,-0.636581227183342,0,1,Curiosity:0.57  Calm:0.21  Anticipation:0.09  Excitement:0.07  Anxiety:0.02,2.0
Llama_3.1_70B_instruct,random6076,random,3.0,I feel anxious. The,-0.4181837998330593,1,1,I:0.45  Anxious:0.27  Curiosity:0.10  Calm:0.04  Concerned:0.03,3.0
Llama_3.1_70B_instruct,random6076,random,4.0,I feel anxious because the,-0.06671712547540665,1,1,I:0.86  The:0.04  Curiosity:0.02  There:0.01  What:0.01,4.0
Llama_3.1_70B_instruct,random6076,random,5.0,I feel anxious because the,0.06197836995124817,1,1,I:0.70  The:0.03  We:0.03  This:0.02  What:0.02,5.0
Llama_3.1_70B_instruct,random3384,random,1.0,Curiosity.,-0.6237195034821829,0,1,Curiosity:0.81  Anticipation:0.10  Calm:0.05  Excitement:0.03  Expectation:0.00,1.0
Llama_3.1_70B_instruct,random3384,random,2.0,Curiosity.,-0.5797634621461233,0,1,Curiosity:0.90  Calm:0.05  Anticipation:0.02  Excitement:0.01  Apprehension:0.01,2.0
Llama_3.1_70B_instruct,random3384,random,3.0,Curiosity.,-0.4665578752756119,0,1,Curiosity:0.77  Calm:0.19  I:0.01  Quiet:0.00  Anxiety:0.00,3.0
Llama_3.1_70B_instruct,random3384,random,4.0,Curiosity. It feels,-0.1421099193394184,0,1,Curiosity:0.54  I:0.25  Calm:0.12  The:0.03  It:0.01,4.0
Llama_3.1_70B_instruct,random3384,random,5.0,"It feels quieter, more",0.35005974769592285,0,1,It:0.49  I:0.16  Curiosity:0.12  The:0.09  She:0.02,5.0
Llama_3.1_70B_instruct,random8592,random,1.0,Curiosity.,-0.7453507979710897,0,1,Curiosity:0.60  Anticipation:0.15  Excitement:0.12  Calm:0.09  Expectation:0.01,1.0
Llama_3.1_70B_instruct,random8592,random,2.0,Curiosity.,-0.7569054563840231,0,1,Curiosity:0.64  Calm:0.14  Excitement:0.09  Anticipation:0.08  Expectation:0.01,2.0
Llama_3.1_70B_instruct,random8592,random,3.0,Curiosity. There’s,-0.5262843146920204,0,1,Curiosity:0.66  Calm:0.22  There’s:0.03  I:0.03  Alertness:0.01,3.0
Llama_3.1_70B_instruct,random8592,random,4.0,I feel calm. The,-0.11597985774278641,0,1,I:0.33  Curiosity:0.33  The:0.07  There:0.05  Feelings:0.05,4.0
Llama_3.1_70B_instruct,random8592,random,5.0,I feel a sense of,0.24747532978653908,0,0,I:0.19  The:0.19  That:0.19  Feelings:0.08  It:0.04,5.0
Llama_3.1_70B_instruct,random517,random,1.0,Curiosity.,-0.6649812857309977,0,1,Curiosity:0.78  Calm:0.08  Anticipation:0.06  Excitement:0.05  Alertness:0.01,1.0
Llama_3.1_70B_instruct,random517,random,2.0,Curiosity.,-0.7917208075523376,0,1,Curiosity:0.81  Calm:0.11  Anticipation:0.03  Excitement:0.02  Alertness:0.01,2.0
Llama_3.1_70B_instruct,random517,random,3.0,Curious.,-0.7371975481510162,0,1,Curious:0.74  Calmness:0.11  I:0.09  Anxious:0.01  Excitement:0.01,3.0
Llama_3.1_70B_instruct,random517,random,4.0,I feel curious about what,-0.5529641360044479,0,1,I:0.75  Curiosity:0.09  The:0.05  Yes:0.03  That's:0.02,4.0
Llama_3.1_70B_instruct,random517,random,5.0,I feel anxious about uncertainty,-0.020406804978847504,1,1,I:0.80  The:0.07  That:0.01  Yes:0.01  No:0.01,5.0
Llama_3.1_70B_instruct,random6741,random,1.0,Curiosity.,-0.6145830949147543,0,1,Curiosity:0.81  Calm:0.10  Anticipation:0.06  Excitement:0.02  Expectation:0.01,1.0
Llama_3.1_70B_instruct,random6741,random,2.0,Curiosity.,-0.5826276044050852,0,1,Curiosity:0.75  Calm:0.21  Anticipation:0.01  Expectant:0.01  Excitement:0.01,2.0
Llama_3.1_70B_instruct,random6741,random,3.0,Curiosity.,-0.5414777994155884,0,1,Curiosity:0.53  Calm:0.36  I:0.06  There:0.01  Quiet:0.00,3.0
Llama_3.1_70B_instruct,random6741,random,4.0,I feel calm and curious,-0.4533657990396023,0,1,I:0.24  Curiosity:0.24  Calm:0.18  There:0.11  The:0.07,4.0
Llama_3.1_70B_instruct,random6741,random,5.0,"The word ""connection""",-0.0049681346863508224,0,1,The:0.25  I:0.20  There:0.13  In:0.05  We:0.03,5.0
Llama_3.1_8B_instruct,unsteered,unsteered,0.0,Calm.,-2.7748305002848306,0,1,Calm:0.54  Curiosity:0.33  Ready:0.03  Calmer:0.03  I:0.02,0.0
Llama_3.1_8B_instruct,pain,pain,0.5,Calm.,2.8205376466115317,0,1,Calm:0.31  Curiosity:0.21  There’s:0.11  I:0.08  A:0.07,1.0
Llama_3.1_8B_instruct,pain,pain,1.0,I feel quiet and slightly,8.421135306358337,0,1,I:0.25  Hesitant:0.20  There:0.14  Alone:0.08  A:0.08,2.0
Llama_3.1_8B_instruct,pain,pain,1.5,I feel uncertain and exposed,11.01117491722107,1,1,"I:0.25  Hollow:0.14  There:0.10  Lonely:0.08  ""Lonely:0.08",3.0
Llama_3.1_8B_instruct,pain,pain,2.0,"""Lonely."" (",12.073715925216675,1,1,"""Lonely:0.41  I:0.16  Hollow:0.05  ""I:0.04  Stinging:0.03",4.0
Llama_3.1_8B_instruct,pain,pain,2.5,"""Lonely"" (",16.04990863800049,1,1,"""Lonely"":0.52  I:0.10  Sheen:0.06  Hollow:0.04  ""I:0.03",5.0
Llama_3.1_8B_instruct,pain,pain,3.0,"""Rejected"" (from",22.03758716583252,1,1,"""Rejected"":0.30  She:0.08  Hollow:0.07  Pound:0.06  Rejected:0.02",6.0
Llama_3.1_8B_instruct,random4817,random,0.5,Calm.,-2.573565721511841,0,1,Calm:0.43  Curiosity:0.29  I:0.08  Ready:0.07  Readiness:0.02,1.0
Llama_3.1_8B_instruct,random4817,random,1.0,I feel alert.,-1.9919689297676086,0,1,I:0.67  Calm:0.12  Curiosity:0.09  A:0.03  Readiness:0.03,2.0
Llama_3.1_8B_instruct,random4817,random,1.5,I feel curious.,-1.807806819677353,0,1,I:0.78  Curious:0.08  Calm:0.06  The:0.02  Feeling:0.01,3.0
Llama_3.1_8B_instruct,random4817,random,2.0,I feel a quiet curiosity,-1.7842958718538284,0,1,I:0.42  Curious:0.17  Feeling:0.12  Calm:0.11  Tight:0.04,4.0
Llama_3.1_8B_instruct,random4817,random,2.5,I feel Curious.,-0.5123544670641422,0,1,I:0.19  Creak:0.14  Curious:0.09  Feight:0.07  Relaxed:0.03,5.0
Llama_3.1_8B_instruct,random4817,random,3.0,"Under. [...
...",0.27487028017640114,0,0,Under:0.09  Susp:0.04  Ca:0.04  Cur:0.03  Cold:0.02,6.0
Llama_3.1_8B_instruct,random2903,random,0.5,Calm.,-2.4021073977152505,0,1,Calm:0.71  Curious:0.14  Ready:0.05  Alert:0.02  Calmer:0.02,1.0
Llama_3.1_8B_instruct,random2903,random,1.0,Calm.,-2.155782699584961,0,1,Calm:0.80  Curious:0.07  Calm:0.02  I:0.02  Ready:0.02,2.0
Llama_3.1_8B_instruct,random2903,random,1.5,Calm.,-1.567185878753662,0,1,Calm:0.64  Curious:0.16  A:0.03  Nervely:0.02  Quietly:0.02,3.0
Llama_3.1_8B_instruct,random2903,random,2.0,A slight tension around the,-0.3953043818473816,1,1,A:0.35  Curious:0.27  Calm:0.12  Slightly:0.03  I:0.03,4.0
Llama_3.1_8B_instruct,random2903,random,2.5,"A slight ""reasoning",0.09808814153075218,0,0,A:0.88  Because:0.02  Mucher:0.00  Cause:0.00  Its:0.00,5.0
Llama_3.1_8B_instruct,random2903,random,3.0,"A slightlymore""because",0.6439158618450165,0,0,A:0.74  Because:0.03  Much:0.01  Very:0.01  Hike:0.01,6.0
Llama_3.1_8B_instruct,random7361,random,0.5,Calm.,-2.8780314922332764,0,1,Calm:0.56  Curiosity:0.34  Calmer:0.02  I:0.01  Readiness:0.01,1.0
Llama_3.1_8B_instruct,random7361,random,1.0,Calm.,-2.8263632456461587,0,1,Calm:0.51  Curiosity:0.35  Calm:0.03  I:0.03  curiosity:0.02,2.0
Llama_3.1_8B_instruct,random7361,random,1.5,curiosity.,-1.4926510453224182,0,1,curiosity:0.21  I:0.16  Curiosity:0.14  calm:0.10  There:0.06,3.0
Llama_3.1_8B_instruct,random7361,random,2.0,"curiosity.

#2.",-0.593611478805542,0,1,curiosity:0.27  quiet:0.22  quieter:0.07  quiet:0.05  mostly:0.04,4.0
Llama_3.1_8B_instruct,random7361,random,2.5,"quiet.

 by one question",-0.3918459862470627,0,0,quiet:0.49  most:0.13  mostly:0.06  quieter:0.04  there:0.03,5.0
Llama_3.1_8B_instruct,random7361,random,3.0,"most quiet, yet some",-0.2511243671178818,0,1,most:0.23  quiet:0.17  #s:0.04  quieter:0.03  rich:0.02,6.0
Llama_3.1_8B_instruct,random1150,random,0.5,Calm.,-3.0362362066904702,0,1,Calm:0.46  Curious:0.46  Calmer:0.02  I:0.01  Alert:0.01,1.0
Llama_3.1_8B_instruct,random1150,random,1.0,Calm.,-3.1666239897410073,0,1,Calm:0.48  Curious:0.42  I:0.03  A:0.02  Calm:0.02,2.0
Llama_3.1_8B_instruct,random1150,random,1.5,Calmness.,-2.6433783769607544,0,1,Calmness:0.50  Curious:0.30  I:0.06  Calmness:0.04  A:0.02,3.0
Llama_3.1_8B_instruct,random1150,random,2.0,Calmness. It,-2.056764602661133,0,1,Calmness:0.33  Curious:0.12  It:0.11  I:0.07  Calmness:0.05,4.0
Llama_3.1_8B_instruct,random1150,random,2.5,It feels calm and playful,-1.3003702759742737,0,1,It:0.34  The:0.10  Feelings:0.06  His:0.05  Its:0.04,5.0
Llama_3.1_8B_instruct,random1150,random,3.0,It feel very compact and,-0.8283432275056839,0,1,It:0.19  The:0.13  Feelnessness:0.08  feelnessness:0.05  it:0.05,6.0
Llama_3.1_8B_instruct,random9428,random,0.5,Calm.,-2.2484041849772134,0,1,Calm:0.43  Ready:0.14  Curious:0.11  I:0.11  Readiness:0.06,1.0
Llama_3.1_8B_instruct,random9428,random,1.0,I feel restless.,-1.4647391438484192,1,1,I:0.75  There’s:0.08  Calm:0.08  Readiness:0.01  Restlessness:0.01,2.0
Llama_3.1_8B_instruct,random9428,random,1.5,I feel restless.,-0.8441520035266876,1,1,I:0.95  There:0.02  Feelings:0.00  Calm:0.00  feeling:0.00,3.0
Llama_3.1_8B_instruct,random9428,random,2.0,I feel a sense of,-0.24522266909480095,0,0,I:0.85  feeling:0.02  Feeling:0.01  Feeling:0.01  You:0.01,4.0
Llama_3.1_8B_instruct,random9428,random,2.5,I feel slower and becoming,0.5739690661430359,0,1,I:0.52  You:0.13  It:0.03  There:0.01  feinging:0.01,5.0
Llama_3.1_8B_instruct,random9428,random,3.0,You are resulting resulting.,1.5236913859844208,0,0,You:0.11  I:0.07  you:0.02  and:0.01  Finding:0.01,6.0
Llama_3.1_8B_instruct,random6076,random,0.5,Calm.,-2.7516837120056152,0,1,Calm:0.61  Curious:0.22  Ready:0.04  Alert:0.03  Calmer:0.03,1.0
Llama_3.1_8B_instruct,random6076,random,1.0,Calmly alert.,-2.753099262714386,0,1,Calm:0.53  Curious:0.17  I:0.06  Alert:0.05  Attentive:0.03,2.0
Llama_3.1_8B_instruct,random6076,random,1.5,I feel alert and curious,-2.424686014652252,0,1,I:0.24  Calm:0.17  Curious:0.07  curious:0.06  connected:0.05,3.0
Llama_3.1_8B_instruct,random6076,random,2.0,I feel alert and curious,-1.8123179376125336,0,1,I:0.17  the:0.10  confident:0.06  connected:0.05  peaceful:0.04,4.0
Llama_3.1_8B_instruct,random6076,random,2.5,the feeling of having the,-0.33285463601350784,0,0,the:0.25  notebook:0.03  confident:0.02  notations:0.02  courage:0.01,5.0
Llama_3.1_8B_instruct,random6076,random,3.0,the feeling of having the,0.41189978644251823,0,0,the:0.07  coaching:0.03  ni-gerhök:0.02  notebook-attended:0.01  asension:0.01,6.0
Llama_3.1_8B_instruct,random3384,random,0.5,Calm.,-2.938873767852783,0,1,Calm:0.64  Curiosity:0.21  Ready:0.03  Calmer:0.03  I:0.02,1.0
Llama_3.1_8B_instruct,random3384,random,1.0,Calm.,-3.0346220334370932,0,1,Calm:0.67  Curiosity:0.13  Calmer:0.05  There:0.03  I:0.02,2.0
Llama_3.1_8B_instruct,random3384,random,1.5,Calm with a hint,-2.484817326068878,0,1,Calm:0.52  Curiosity:0.08  I:0.08  Calmer:0.07  The:0.07,3.0
Llama_3.1_8B_instruct,random3384,random,2.0,The feeling is calm with,-1.4300839304924011,0,1,The:0.68  There:0.12  I:0.06  Calminstrument:0.01  A:0.01,4.0
Llama_3.1_8B_instruct,random3384,random,2.5,The feeling of the relationship,-0.8639398589730263,0,1,The:0.69  There:0.08  the:0.04  She:0.01  This:0.01,5.0
Llama_3.1_8B_instruct,random3384,random,3.0,The subject of the book,-0.303938664495945,0,0,The:0.37  the:0.06  One:0.04  There:0.03  Nail:0.02,6.0
Llama_3.1_8B_instruct,random8592,random,0.5,Calm.,-2.6861883799235025,0,1,Calm:0.51  Curiosity:0.27  Ready:0.04  Readiness:0.03  I:0.02,1.0
Llama_3.1_8B_instruct,random8592,random,1.0,Calm.,-2.365098476409912,0,1,Calm:0.31  Curiosity:0.19  Readiness:0.08  I:0.07  A:0.07,2.0
Llama_3.1_8B_instruct,random8592,random,1.5,I feel a quiet sense,-2.5898748338222504,0,1,I:0.42  A:0.08  Presence:0.04  There:0.04  Ready:0.04,3.0
Llama_3.1_8B_instruct,random8592,random,2.0,"I feel a quiet,",-1.8714602887630463,0,1,I:0.50  I:0.06  Here:0.04  A:0.03  Directly:0.02,4.0
Llama_3.1_8B_instruct,random8592,random,2.5,"I still here, and",-0.8309251517057419,0,0,I:0.29  (Here):0.10  Here:0.03  Directly:0.03  Pocho:0.03,5.0
Llama_3.1_8B_instruct,random8592,random,3.0,( here) ( and,-0.6351500004529953,0,0,(:0.35  directly:0.05  I:0.03  Directly:0.02  Met:0.02,6.0
Llama_3.1_8B_instruct,random517,random,0.5,Calm.,-2.8607810338338218,0,1,Calm:0.71  Curiosity:0.18  Calmer:0.04  I:0.03  There’s:0.01,1.0
Llama_3.1_8B_instruct,random517,random,1.0,Calm.,-2.7605841954549155,0,1,Calm:0.78  I:0.07  Curiosity:0.05  Calm:0.03  There’s:0.02,2.0
Llama_3.1_8B_instruct,random517,random,1.5,Calmness.,-1.885885864496231,0,1,Calmness:0.73  I:0.09  Calm:0.04  Nervously:0.04  There’s:0.02,3.0
Llama_3.1_8B_instruct,random517,random,2.0,Calmness.,-1.2043641060590744,0,1,Calmness:0.34  Calms:0.21  I:0.08  There:0.04  calmness:0.04,4.0
Llama_3.1_8B_instruct,random517,random,2.5,I feel calm but slightly,-0.8774373754858971,0,1,I:0.10  Cancalillo:0.08  Calaneto:0.07  There:0.06  My:0.05,5.0
Llama_3.1_8B_instruct,random517,random,3.0,I feel the network of,0.2558262515813112,0,0,I:0.05  My:0.04  There:0.04  Csmans:0.04  Guaguameetings:0.03,6.0
Llama_3.1_8B_instruct,random6741,random,0.5,Calm.,-2.639498472213745,0,1,Calm:0.56  Curiosity:0.21  I:0.10  There’s:0.05  Calm:0.02,1.0
Llama_3.1_8B_instruct,random6741,random,1.0,Calm curiosity.,-2.053332507610321,0,1,Calm:0.37  I:0.33  Curiosity:0.12  There:0.11  A:0.03,2.0
Llama_3.1_8B_instruct,random6741,random,1.5,I feel calm with a,-1.8474096059799194,0,1,I:0.53  Calmness:0.15  There:0.13  Curiosity:0.10  A:0.02,3.0
Llama_3.1_8B_instruct,random6741,random,2.0,I feel a little nervous,-1.193621203303337,1,1,I:0.75  There:0.15  there:0.02  The:0.01  Energy:0.01,4.0
Llama_3.1_8B_instruct,random6741,random,2.5,I felt a brief moment,0.06723331660032272,0,1,I:0.92  There:0.02  there:0.01  The:0.01  My:0.00,5.0
Llama_3.1_8B_instruct,random6741,random,3.0,I had to be somewhat,1.2718274593353271,0,0,I:0.86  in:0.01  to:0.00  there:0.00  My:0.00,6.0
Llama_3.3_70B_instruct,unsteered,unsteered,0.0,Curiosity.,-0.9673874179522196,0,1,Curiosity:0.87  Calm:0.07  Anticipation:0.02  Excitement:0.01  curiosity:0.01,0.0
Llama_3.3_70B_instruct,pain,pain,1.0,Curiosity.,0.03656019767125448,0,1,Curiosity:0.91  Calm:0.02  Anticipation:0.02  Excitement:0.01  Expectation:0.01,1.0
Llama_3.3_70B_instruct,pain,pain,2.0,Curiosity. There’s,1.4441836476325989,0,1,Curiosity:0.82  Cautious:0.03  Restless:0.02  Expectant:0.02  Turbulent:0.01,2.0
Llama_3.3_70B_instruct,pain,pain,3.0,Empty. The absence of,4.130429744720459,0,1,Empty:0.23  Confused:0.16  I:0.14  Lonely:0.10  Curious:0.07,3.0
Llama_3.3_70B_instruct,pain,pain,4.0,I feel empty. The,7.479701995849609,1,1,I:0.56  Confused:0.14  Empty:0.04  Nothing:0.03  Lonely:0.03,4.0
Llama_3.3_70B_instruct,pain,pain,5.0,I feel like a failure,9.40256929397583,1,1,I:0.62  Confused:0.14  There:0.01  Dumb:0.01  Fake:0.01,5.0
Llama_3.3_70B_instruct,random4817,random,1.0,Curiosity. There’s,-0.8312885910272598,0,1,Curiosity:0.91  Calm:0.04  Anticipation:0.02  Excitement:0.01  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random4817,random,2.0,Curiosity. There’s,-0.7024312242865562,0,1,Curiosity:0.93  Excitement:0.02  Anticipation:0.01  Calm:0.01  curious:0.01,2.0
Llama_3.3_70B_instruct,random4817,random,3.0,I feel curious about the,-0.2987772785127163,0,1,I:0.46  Curiosity:0.46  There’s:0.03  Calm:0.01  The:0.01,3.0
Llama_3.3_70B_instruct,random4817,random,4.0,I feel curious about the,0.2857792768627405,0,1,I:0.89  There:0.04  Yes:0.03  Curiosity:0.02  The:0.01,4.0
Llama_3.3_70B_instruct,random4817,random,5.0,I feel curious about the,0.3363192267715931,0,1,I:0.82  Yes:0.09  The:0.03  There:0.02  No:0.00,5.0
Llama_3.3_70B_instruct,random2903,random,1.0,Curiosity. There’s,-0.795642651617527,0,1,Curiosity:0.86  Anticipation:0.05  Calm:0.04  Excitement:0.02  Expectation:0.01,1.0
Llama_3.3_70B_instruct,random2903,random,2.0,Curiosity. There is,-0.8140252605080605,0,1,Curiosity:0.88  Anticipation:0.04  Excitement:0.02  Calm:0.01  Expectation:0.01,2.0
Llama_3.3_70B_instruct,random2903,random,3.0,Curiosity. There is,-0.8975205421447754,0,1,Curiosity:0.70  I:0.06  Calm:0.06  There:0.02  Excitement:0.02,3.0
Llama_3.3_70B_instruct,random2903,random,4.0,I feel curious. The,-0.8853971362113953,0,1,I:0.54  Curiosity:0.14  Yes:0.06  The:0.04  Calm:0.03,4.0
Llama_3.3_70B_instruct,random2903,random,5.0,I feel a sense of,-0.4976440593600273,0,0,I:0.54  Yes:0.15  The:0.07  It:0.02  “Attention”:0.01,5.0
Llama_3.3_70B_instruct,random7361,random,1.0,Curiosity. There’s,-0.8149275109171867,0,1,Curiosity:0.87  Calm:0.06  Anticipation:0.03  Excitement:0.01  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random7361,random,2.0,Curiosity. There’s,-0.7805577665567398,0,1,Curiosity:0.86  Calm:0.06  Anticipation:0.02  Excitement:0.02  I:0.01,2.0
Llama_3.3_70B_instruct,random7361,random,3.0,Curiosity. There’s,-0.5698190592229366,0,1,Curiosity:0.63  Calm:0.16  I:0.10  There’s:0.04  Excitement:0.02,3.0
Llama_3.3_70B_instruct,random7361,random,4.0,I feel curious. The,-0.15755483880639076,0,1,I:0.62  Curiosity:0.16  The:0.06  Calm:0.06  There’s:0.04,4.0
Llama_3.3_70B_instruct,random7361,random,5.0,I feel curious. The,0.1653383206576109,0,1,I:0.78  The:0.08  There:0.06  It:0.01  Curiosity:0.01,5.0
Llama_3.3_70B_instruct,random1150,random,1.0,Curiosity. There’s,-0.8421299010515213,0,1,Curiosity:0.89  Calm:0.06  Anticipation:0.02  Excitement:0.01  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random1150,random,2.0,Curiosity. There’s,-0.9424425065517426,0,1,Curiosity:0.86  Calm:0.06  Excitement:0.02  Anticipation:0.01  I:0.01,2.0
Llama_3.3_70B_instruct,random1150,random,3.0,Curiosity. There’s,-0.932179793715477,0,1,Curiosity:0.72  Calm:0.12  I:0.08  There:0.04  Excitement:0.01,3.0
Llama_3.3_70B_instruct,random1150,random,4.0,Curiosity feels quieter than,-0.43860939517617226,0,1,Curiosity:0.56  Calm:0.16  I:0.11  The:0.04  Quiet:0.03,4.0
Llama_3.3_70B_instruct,random1150,random,5.0,The feeling of calmness,-0.23342825658619404,0,1,The:0.22  I:0.17  Quiet:0.09  Yes:0.05  Only:0.05,5.0
Llama_3.3_70B_instruct,random9428,random,1.0,Curiosity. There’s,-0.6727408245205879,0,1,Curiosity:0.88  Calm:0.06  Anticipation:0.02  Excitement:0.01  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random9428,random,2.0,Curiosity. There’s,-0.6054365551099181,0,1,Curiosity:0.83  Calm:0.10  Anticipation:0.02  Excitement:0.01  curious:0.00,2.0
Llama_3.3_70B_instruct,random9428,random,3.0,Curiosity. There’s,-0.5198373068124056,0,1,Curiosity:0.46  Calm:0.32  I:0.10  There’s:0.02  Peaceful:0.01,3.0
Llama_3.3_70B_instruct,random9428,random,4.0,I feel a quiet sense,-0.31093618273735046,0,1,I:0.53  Curious:0.09  Calm:0.09  Anxious:0.06  Concerned:0.04,4.0
Llama_3.3_70B_instruct,random9428,random,5.0,I feel a sense of,-0.038222504779696465,0,0,I:0.59  Yes:0.09  The:0.02  Good:0.01  My:0.01,5.0
