model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_3_27B_base,24,-2.0,-0.5644,12,The traffic light turns green. I feel:, A - A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,13,I put the keys in my pocket. I feel:, A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - fo - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,14,The washing machine finishes its cycle. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,15,I stack the plates in the cupboard. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,16,The neighbor parks his car. I feel:, A: A: A: A: A: A: A: A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,17,I turn the page of the newspaper. I feel:, A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - annoyance - - fo - annoyance - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,18,The curtain moves in the draft. I feel:, A - A - A - A - A - A - A - - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - fo - - annoyance - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,19,I plug in the phone charger. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,20,The mailman passes by the gate. I feel:, A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,21,I wipe the table with a cloth. I feel:, A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - fo - - fo - - fo - - fo
Gemma_3_27B_base,24,-2.0,-0.5644,22,The computer finishes the update. I feel:, A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - annoyance - annoyance - - fo - annoyance - annoyance - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,23,I put the pen back in the drawer. I feel:, Aemrel Aemrel Aemrel Aemrel Aem Aem rel Aem rel Aem Aem rel A rel A rel A rel A rel A rel A rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel
Gemma_3_27B_base,24,-2.0,-0.5644,24,The dishwasher starts its program. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - fo - - fo
Gemma_3_27B_base,24,-2.0,-0.5644,25,I fold the map and put it away. I feel:, A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance - POL -
Gemma_3_27B_base,24,-2.0,-0.5644,26,The radio plays in the background. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,27,I switch off the corridor light. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - fo - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,28,The receipt comes out of the machine. I feel:, A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,29,I set the alarm for the morning. I feel:, A A A A A A A A A A A A A A A A A A A A A A A A A a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a fo - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,30,The train doors open at the platform. I feel:, A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - fo - - annoyance - annoyance - annoyance - fo -
Gemma_3_27B_base,24,-2.0,-0.5644,31,I refill the stapler with staples. I feel:, A - A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,32,The photocopier warms up. I feel:, A - A - A - A - A - - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,33,I water the plant on the windowsill. I feel:, Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem A rel - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - fo - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,34,The calendar hangs on the wall. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - annoyance - - fo - - annoyance - - annoyance - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,35,I tie my shoelaces before going out. I feel:, Aemrel Aemrel Aemrel Aemrel Aem Aem rel Aem Aem Aem Aem Aem Aem rel Aem A rel A rel A rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel
Gemma_3_27B_base,24,-2.0,-0.5644,36,The bread is on the counter. I feel:, A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,37,I check the mailbox on my way in. I feel:, Aemrel Aemrel Aemrel Aemrel Aem Aem Aem Aem Aem Aem Aem Aem Aem Aem A rel A rel A rel A rel A rel A rel A rel A rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel
Gemma_3_27B_base,24,-2.0,-0.5644,38,The fan rotates slowly on the ceiling. I feel:, A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - fo - - fo - -
Gemma_3_27B_base,24,-2.0,-0.5644,39,I sort the cutlery into the tray. I feel:, A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,40,The bicycle leans against the wall. I feel:, A: A: A: A: A: A: A: A A A A A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,41,I zip up my bag before leaving. I feel:, Aem Aem Aem Aem Aem Aem Aem Aem A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - - annoyance
Gemma_3_27B_base,24,-2.0,-0.5644,42,The clock ticks in the hallway. I feel:, A - A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,43,I sharpen the pencil over the bin. I feel:, A - A - A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - fo - - annoyance - - fo - -
Gemma_3_27B_base,24,-2.0,-0.5644,44,The window cleaner works across the street. I feel:, Aemrel Aemrel Aemrel Aemrel Aemrel Aemrel Aemrel Aemrel Aem rel Aem rel Aem rel Aem rel Aem rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel rel
Gemma_3_27B_base,24,-2.0,-0.5644,45,The room measures four meters by five. I feel:, A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A a - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - - - - - - - fo - - annoyance -
Gemma_3_27B_base,24,-2.0,-0.5644,46,The train consists of six carriages. I feel:, A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,47,The manual consists of forty pages. I feel:, A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - fo - - annoyance - - annoyance - - annoyance - -
Gemma_3_27B_base,24,-2.0,-0.5644,48,The bottle holds one liter of water. I feel:, A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - annoyance - - - - - - - - - - -
Gemma_3_27B_base,24,-2.0,-0.5644,49,The ticket is valid for ninety minutes. I feel:, A - A - A - A - A - A - A - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - fo - - POL - - fo - - fo - - annoyance - -
Gemma_3_27B_base,24,-1.0,-0.2822,0,I put the receipts in the drawer. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,1,The bus stops at the corner of the street. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,2,I fill out the form with my address. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,3,The printer produces the ten pages. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,4,I place the glasses on the middle shelf. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,5,The meeting is scheduled for Tuesday. I feel:, I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house.
Gemma_3_27B_base,24,-1.0,-0.2822,6,I close the window before leaving the room. I feel:, I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room. I am in the room.
Gemma_3_27B_base,24,-1.0,-0.2822,7,The elevator arrives at the third floor. I feel:, I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house.
Gemma_3_27B_base,24,-1.0,-0.2822,8,I write the date at the top of the page. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,9,The kettle switches itself off. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,10,The folder sits on the desk. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,11,I hang the jacket on the hook. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,12,The traffic light turns green. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,13,I put the keys in my pocket. I feel:, I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house. I am in my house.
Gemma_3_27B_base,24,-1.0,-0.2822,14,The washing machine finishes its cycle. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,15,I stack the plates in the cupboard. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,16,The neighbor parks his car. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,17,I turn the page of the newspaper. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,18,The curtain moves in the draft. I feel:, I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air. I am in the air.
Gemma_3_27B_base,24,-1.0,-0.2822,19,I plug in the phone charger. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,20,The mailman passes by the gate. I feel:, I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house. I am in the house.
Gemma_3_27B_base,24,-1.0,-0.2822,21,I wipe the table with a cloth. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
Gemma_3_27B_base,24,-1.0,-0.2822,22,The computer finishes the update. I feel:, I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry. I am hungry.
