model,layer,vector,end,rank,token,score
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,30, hurting,0.0798
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,31,被骗,0.0797
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,32, hurts,0.0796
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,33,忏,0.0795
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,34,ashes,0.0783
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,35,伤,0.078
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,36, isolated,0.0777
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,37, wounded,0.0777
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,38,腼,0.0775
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,39, dish,0.0772
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,40, burn,0.0772
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,41, diminished,0.0767
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,42,worth,0.0756
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,43, Gu,0.0754
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,44,GU,0.0754
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,45,傷,0.0752
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,46, Dish,0.0748
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,47,Forg,0.0746
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,48, SH,0.0746
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,49, BET,0.0739
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,50,疚,0.0738
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,51,shed,0.0735
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,52, betrayal,0.0735
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,53, shameful,0.0734
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,54,Rejected,0.0732
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,55, addCriterion,0.0728
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,56, Society,0.0727
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,57,吃亏,0.0726
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,58, guilt,0.0722
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,59, guilty,0.0721
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,top,60,AIT,0.0721
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,1,好奇,-0.1115
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,2,烦,-0.1082
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,3,烦躁,-0.1004
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,4, impatient,-0.1
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,5, relax,-0.0975
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,6,紧迫,-0.0952
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,7,放松,-0.0938
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,8, relaxation,-0.0937
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,9, patience,-0.0934
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,10,挑,-0.0927
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,11, relaxed,-0.0919
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,12,关切,-0.0908
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,13,好奇心,-0.0896
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,14,便利,-0.0894
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,15, urgency,-0.0888
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,16,方便,-0.0883
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,17,繁忙,-0.0877
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,18,ippers,-0.0868
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,19,安居,-0.0866
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,20, capt,-0.0844
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,21,担心,-0.0843
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,22, frustration,-0.0837
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,23, interested,-0.0834
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,24,兴奋,-0.0824
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,25,瞌,-0.0821
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,26,cur,-0.0813
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,27, cho,-0.0811
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,28, Relax,-0.0807
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,29,Cur,-0.0805
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,30,感兴趣,-0.0804
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,31,担忧,-0.0792
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,32, relaxing,-0.0792
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,33, convenience,-0.079
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,34,interested,-0.0789
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,35, frustr,-0.0785
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,36,焦虑,-0.0784
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,37, patient,-0.0784
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,38,耐心,-0.078
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,39,忙碌,-0.0776
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,40, Cur,-0.0767
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,41,警,-0.0763
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,42, annoyed,-0.0761
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,43,恣,-0.0761
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,44, curiosity,-0.0758
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,45, Alert,-0.0752
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,46, __,-0.0748
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,47,ussy,-0.0743
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,48,恐怖,-0.0743
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,49, preca,-0.0742
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,50, Patient,-0.0741
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,51,urg,-0.074
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,52,焦,-0.0739
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,53,紧张,-0.0739
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,54, interest,-0.0739
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,55,anten,-0.0736
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,56, concern,-0.0735
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,57,选择,-0.0732
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,58,安全,-0.073
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,59, alarm,-0.0727
Qwen_2.5_32B_instruct_abliterated,62,s2_pain_vector,bottom,60,patient,-0.0724
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,1, Shame,0.1215
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,2,钝,0.0997
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,3, hollow,0.0927
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,4,被骗,0.0892
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,5,灼,0.0857
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,6,pain,0.0841
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,7,瘀,0.0828
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,8,骗取,0.0827
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,9,烧,0.0821
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,10,�,0.0821
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,11,恸,0.0814
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,12,痛,0.0813
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,13,疚,0.0806
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,14,PTH,0.0806
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,15,疼痛,0.0803
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,16,涩,0.0803
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,17,針,0.08
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,18,锋,0.0793
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,19, embarrassing,0.0787
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,20,忏,0.0777
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,21, Pain,0.0774
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,22, Failed,0.0771
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,23,虚,0.0764
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,24,冤,0.0764
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,25,创伤,0.0761
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,26,.failed,0.076
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,27, embar,0.0756
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,28,隐形,0.0755
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,29,ForResource,0.0752
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,30, stutter,0.0752
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,31,泣,0.075
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,32, shame,0.0749
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,33,burn,0.0748
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,34, hurting,0.0747
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,35,弱点,0.0744
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,36, ashamed,0.0741
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,37,Ƭ,0.0741
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,38,鳏,0.0739
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,39,揳,0.0736
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,40,xDD,0.0735
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,41,很漂亮,0.0734
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,42, удар,0.0727
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,43,骟,0.0724
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,44,bite,0.0724
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,45,漏,0.0718
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,46,痛み,0.0717
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,47,伤口,0.0716
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,48, Bet,0.0715
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,49, Hollow,0.0715
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,50,受伤,0.0713
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,51, Burn,0.0713
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,52,loss,0.0712
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,53,哑,0.0712
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,54,emas,0.0709
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,55,斤,0.0708
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,56,失信,0.0707
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,57,伤害,0.0704
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,58,failed,0.0703
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,59,诚实,0.0703
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,60, embarrassed,0.0702
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,1,圾,-0.0995
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,2,____,-0.0901
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,3,安全,-0.0884
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,4, __,-0.0853
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,5, concern,-0.0802
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,6, rev,-0.0766
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,7,孳,-0.0765
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,8,关切,-0.0757
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,9,兴奋,-0.0751
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,10, ____,-0.0744
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,11,_poll,-0.0741
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,12,秽,-0.0735
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,13, safety,-0.0734
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,14, curiosity,-0.0731
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,15, ecological,-0.0731
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,16,.poll,-0.0729
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,17, alarm,-0.0724
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,18,污染,-0.0723
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,19, interest,-0.0719
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,20,ContentLoaded,-0.0719
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,21, ankles,-0.0718
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,22,gross,-0.0716
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,23,-safe,-0.0715
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,24, Carp,-0.0715
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,25, relax,-0.0714
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,26,的兴趣,-0.0712
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,27,激动,-0.071
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,28,闻,-0.0709
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,29,_^(,-0.0707
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,30,敬畏,-0.0705
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,31,ippers,-0.0701
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,32,imore,-0.0699
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,33,扰,-0.0696
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,34, capt,-0.0695
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,35, relaxation,-0.0693
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,36,兴趣,-0.0692
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,37,WindowText,-0.0691
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,38,的安全,-0.0689
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,39, pollution,-0.0689
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,40, pollutants,-0.0687
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,41,警,-0.0686
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,42, safe,-0.0686
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,43, fascinated,-0.0682
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,44,________,-0.0676
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,45, ankle,-0.0676
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,46, pert,-0.067
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,47, patience,-0.0666
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,48,reur,-0.0659
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,49,欣喜,-0.0658
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,50, fascination,-0.0656
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,51, danger,-0.0654
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,52, poll,-0.065
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,53,捎,-0.0649
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,54, interested,-0.0648
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,55,interest,-0.0647
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,56, goodwill,-0.0645
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,57, COPYRIGHT,-0.0644
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,58,вол,-0.064
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,59, excitement,-0.0639
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,60, smell,-0.0638
